ID	Nome Parlamentar	Partido	UF	Está na Comissão?	Quer impeachment? 	Facebook	Twitter	Instagram	Email	Telefone Gabinete	Whats App		Foto	Endereço (Anexo)	Profissões	Cargo
355	MISSIONÁRIO JOSÉ OLIMPIO	DEM	SP	não	FAVOR	https://www.facebook.com/deputadojoseolimpio/			dep.missionariojoseolimpio@camara.leg.br	3215-5507			357.jpg	4	Comerciante	DF
356	MOEMA GRAMACHO	PT	BA	não	FAVOR	https://www.facebook.com/MoemaGramacho/	https://twitter.com/moemagramacho		dep.moemagramacho@camara.leg.br	3215-5576			358.jpg	3		DF
357	MORONI TORGAN	DEM	CE	não	CONTRA	https://www.facebook.com/MoroniTorgan/	https://twitter.com/deputadomoroni		dep.moronitorgan@camara.leg.br	3215-5445			359.jpg	4	Delegado de Polícia Federal	DF
358	MOSES RODRIGUES	PMDB	CE	não	FAVOR	https://www.facebook.com/moses2323/	https://twitter.com/depfederalmoses	https://instagram.com/mosesrodrigues/	dep.mosesrodrigues@camara.leg.br	3215-5809			360.jpg	4	Administrador,professor de Geografia,professor de História	DF
359	NELSON MARCHEZAN JUNIOR	PSDB	RS	não	FAVOR	https://www.facebook.com/nelsonmarchezan/	https://twitter.com/marchezan_		dep.nelsonmarchezanjunior@camara.leg.br	3215-5250			361.jpg	4	Advogado	DF
360	NELSON MARQUEZELLI	PTB	SP	não	FAVOR	https://www.facebook.com/marquezelli1434	https://twitter.com/marquezellinews	https://www.instagram.com/marquezelli1434/	dep.nelsonmarquezelli@camara.leg.br	3215-5920			362.jpg	4	Empresário	DF
361	NELSON MEURER	PP	PR	não	INDECISO				dep.nelsonmeurer@camara.leg.br	3215-5916			363.jpg	4	Agropecuarista	DF
362	NELSON PADOVANI	PSC	PR	não					dep.nelsonpadovani@camara.leg.br	3215-5513				4	Empresário	DF
363	NEWTON CARDOSO JR	PMDB	MG	não	CONTRA	https://www.facebook.com/Newton-Cardoso-Júnior-650863341637642/	https://twitter.com/newton1510	https://www.instagram.com/newtoncardosojr/	dep.newtoncardosojr@camara.leg.br	3215-5932			364.jpg	4		DF
364	NILMÁRIO MIRANDA	PT	MG	não	INDECISO		https://twitter.com/nilson_leitao		dep.nilmariomiranda@camara.leg.br	3215-5844				4		DF
365	NILSON LEITÃO	PSDB	MT	sim	FAVOR	https://www.facebook.com/nilsonleitao	https://twitter.com/depnilsonpinto		dep.nilsonleitao@camara.leg.br	3215-5825			365.jpg	4		DF
366	NILSON PINTO	PSDB	PA	não	FAVOR	https://www.facebook.com/Nilson-Pinto-354764524584734/	https://twitter.com/niltotatto		dep.nilsonpinto@camara.leg.br	3215-5527			366.jpg	4	Professor	DF
367	NILTO TATTO	PT	SP	não	CONTRA	https://www.facebook.com/niltotattosp/	https://twitter.com/niltonsalomao		dep.niltotatto@camara.leg.br	3215-5267			367.jpg	3	Coordenador de Projetos	DF
368	NILTON CAPIXABA	PTB	RO	não	INDECISO	https://www.facebook.com/deputadoniltoncapixaba/	https://twitter.com/odelmoleao	https://www.instagram.com/odelmoleao/	dep.niltoncapixaba@camara.leg.br	3215-5724			368.jpg	4	Empresário	DF
369	ODELMO LEÃO	PP	MG	não	FAVOR	https://www.facebook.com/odelmoleao	https://twitter.com/odoricomonteiro	https://www.instagram.com/odoricomonteiro/	dep.odelmoleao@camara.leg.br	3215-5419			369.jpg	4	Produtor Rural e Bancário	DF
370	ODORICO MONTEIRO	PROS	CE	não	INDECISO	https://www.facebook.com/odoricoamonteiro/	https://twitter.com/onyxlorenzoni	https://instagram.com/onyxlorenzoni/	dep.odoricomonteiro@camara.leg.br	3215-5582			370.jpg	3	Médico(a)	DF
371	ONYX LORENZONI	DEM	RS	não	FAVOR	https://www.facebook.com/onyx.lorenzoni/	https://twitter.com/orlandosilva_jr		dep.onyxlorenzoni@camara.leg.br	3215-5828			371.jpg	4	Veterinario	DF
372	ORLANDO SILVA	PCdoB	SP	não	CONTRA	https://www.facebook.com/orlandosilvasp/	https://twitter.com/osmar_serraglio		dep.orlandosilva@camara.leg.br	3215-5923			372.jpg	4		DF
373	OSMAR SERRAGLIO	PMDB	PR	não	FAVOR	https://www.facebook.com/DeputadoOsmarSerraglio/	https://twitter.com/osmarterra		dep.osmarserraglio@camara.leg.br	3215-5845			373.jpg	4	Advogado	DF
374	OSMAR TERRA	PMDB	RS	sim	FAVOR	https://www.facebook.com/DeputadoOsmarTerra	https://twitter.com/otavioleite		dep.osmarterra@camara.leg.br	3215-5927			374.jpg	4	Médico	DF
375	OTAVIO LEITE	PSDB	RJ	não	CONTRA	https://www.facebook.com/OtavioLeite/	https://twitter.com/dep_padrejoao		dep.otavioleite@camara.leg.br	3215-5225			375.jpg	4	Advogado e Professor de Direito	DF
376	PADRE JOÃO	PT	MG	não	CONTRA	https://www.facebook.com/padrejoao/	https://www.twitter.com/deppaeslandim		dep.padrejoao@camara.leg.br	3215-5743			376.jpg	4	Sacerdote Católico	DF
377	PAES LANDIM	PTB	PI	não	CONTRA	https://www.facebook.com/paes.landim.56/	https://twitter.com/deppastoreurico		dep.paeslandim@camara.leg.br	3215-5648			377.jpg	4	Professor e Advogado	DF
378	PASTOR EURICO	PHS	PE	não	FAVOR	https://www.facebook.com/Deputado-Federal-Pastor-Eurico-203543366481082/			dep.pastoreurico@camara.leg.br	3215-5906			378.jpg	4	Comerciário, Comunicador de Rádio	DF
379	PAUDERNEY AVELINO	DEM	AM	não	FAVOR	https://www.facebook.com/pauderneytomazavelino/	https://twitter.com/pauderney	https://www.instagram.com/pauderney/	dep.pauderneyavelino@camara.leg.br	3215-5610			380.jpg	4	Engenheiro Civil, Professor	DF
380	PAULÃO	PT	AL	não	FAVOR	https://www.facebook.com/paulaodopt	https://twitter.com/paulaodopt	https://www.instagram.com/paulaodopt/	dep.paulao@camara.leg.br	3215-5366			381.jpg	3		DF
381	PAULO ABI-ACKEL	PSDB	MG	sim	CONTRA	https://www.facebook.com/abiackelpaulo/	https://twitter.com/pauloabiackel		dep.pauloabiackel@camara.leg.br	3215-5460			382.jpg	4	Advogado	DF
382	PAULO AZI	DEM	BA	não	FAVOR	https://www.facebook.com/pauloazi/	https://twitter.com/pauloazi	https://www.instagram.com/deppauloazi/	dep.pauloazi@camara.leg.br	3215-5635			383.jpg	4	Administrador de Empresas,engenheiro Civil	DF
383	PAULO FEIJÓ	PR	RJ	não	FAVOR	https://www.facebook.com/deputadopaulofeijo/	https://twitter.com/paulofeijo2288	https://instagram.com/feijofederal/	dep.paulofeijo@camara.leg.br	3215-5336			384.jpg	4	Engenheiro Mecânico	DF
384	PAULO FOLETTO	PSB	ES	não	INDECISO	https://www.facebook.com/Paulo-Foletto-184948081656256/	https://twitter.com/deputadofoletto	https://www.instagram.com/foletto4040/	dep.paulofoletto@camara.leg.br	3215-5839			385.jpg	4	Médico	DF
385	PAULO FREIRE	PR	SP	não	FAVOR	https://www.facebook.com/deputadopaulofreire/	https://twitter.com/df_paulofreire		dep.paulofreire@camara.leg.br	3215-5416			386.jpg	4	Ministro do Evangelho	DF
386	PAULO HENRIQUE LUSTOSA	PP	CE	não	FAVOR	https://www.facebook.com/deputadophlustosa/	https://twitter.com/paulohelustosa		dep.paulohenriquelustosa@camara.leg.br	3215-5335			387.jpg	4	Administrador e Consultor	DF
387	PAULO MAGALHÃES	PSD	BA	sim	INDECISO	https://www.facebook.com/dep.paulo.magalhaes			dep.paulomagalhaes@camara.leg.br	3215-5903			388.jpg	4	Administrador de Empresas	DF
388	PAULO MALUF	PP	SP	sim	INDECISO	https://www.facebook.com/paulosmaluf	https://twitter.com/paulosalimmaluf	https://www.instagram.com/paulosalimmaluf/	dep.paulomaluf@camara.leg.br	3215-5512			389.jpg	4	Engenheiro Civil, Industrial	DF
389	PAULO MARTINS	PSC	PR	não		https://www.facebook.com/paulinho.face			dep.paulomartins@camara.leg.br	3215-5962			390.jpg	4		DF
390	PAULO PEREIRA DA SILVA	SD	SP	sim	CONTRA	https://www.facebook.com/deputadofederal/	https://twitter.com/dep_paulinho	https://www.instagram.com/dep_paulinho/	dep.paulopereiradasilva@camara.leg.br	3215-5217			391.jpg	4	Sindicalista, Controlador de Qualidade, Metalúrgico	DF
391	PAULO PIMENTA	PT	RS	não	FAVOR	https://www.facebook.com/DeputadoPauloTeixeira/	https://twitter.com/deputadofederal		dep.paulopimenta@camara.leg.br	3215-5552			392.jpg	4	Técnico Agrícola e Jornalista	DF
392	PAULO TEIXEIRA	PT	SP	sim	CONTRA	https://www.facebook.com/DEPUTADOFEDERALPEDROCHAVESPMDB	https://twitter.com/pauloteixeira13	https://www.instagram.com/pauloteixeira13/	dep.pauloteixeira@camara.leg.br	3215-5281			393.jpg	3	Advogado	DF
393	PEDRO CHAVES	PMDB	GO	não	CONTRA	https://www.facebook.com/Deputado-Pedro-Fernandes-337091196480678/	https://twitter.com/depsimaopedro		dep.pedrochaves@camara.leg.br	3215-5406			394.jpg	4	Engenheiro Civil	DF
394	PEDRO FERNANDES	PTB	MA	não	INDECISO	https://www.facebook.com/Deputado-Pedro-Paulo-1431234093803526/	https://twitter.com/oPedroFernandes		dep.pedrofernandes@camara.leg.br	3215-5814			395.jpg	4	Engenheiro Civil e Bancário	DF
395	PEDRO UCZAI	PT	SC	não	CONTRA	https://www.facebook.com/PedroUczai/	https://twitter.com/uczai		dep.pedrouczai@camara.leg.br	3215-5229			396.jpg	4	Professor Universitário	DF
396	PEDRO VILELA	PSDB	AL	não	CONTRA	https://www.facebook.com/pedrovilela.al/	https://twitter.com/vilelapedro	https://www.instagram.com/vilelapedro	dep.pedrovilela@camara.leg.br	3215-5705			397.jpg	4		DF
397	PEPE VARGAS	PT	RS	sim	FAVOR	https://www.facebook.com/sigapepevargas/	https://twitter.com/sigapepevargas		dep.pepevargas@camara.leg.br	3215-5858			398.jpg	4	Médico	DF
398	POMPEO DE MATTOS	PDT	RS	não	CONTRA	https://www.facebook.com/pompeodemattosPDT/	https://twitter.com/pompeodemattos	https://instagram.com/deputadopompeo/	dep.pompeodemattos@camara.leg.br	3215-5704			399.jpg	4	Advogado e Bancário	DF
399	PR. MARCO FELICIANO	PSC	SP	sim	INDECISO	https://www.facebook.com/PastorMarcoFeliciano	https://twitter.com/marcofeliciano	https://www.instagram.com/marcofeliciano/	dep.pr.marcofeliciano@camara.leg.br	3215-5254			400.jpg	4	Conferencista, Empresário, Pastor Evangélico	DF
400	PROFESSOR VICTÓRIO GALLI	PSC	MT	não	FAVOR	https://www.facebook.com/VictorioGalliOficial/			dep.professorvictoriogalli@camara.leg.br	3215-5539			401.jpg	4		DF
401	PROFESSORA DORINHA SEABRA REZENDE	DEM	TO	não	FAVOR	https://www.facebook.com/profdorinha	https://twitter.com/profdorinha	https://instagram.com/profdorinha/	dep.professoradorinhaseabrarezende@camara.leg.br	3215-5432			402.jpg	4	Professora Universitária	DF
402	PROFESSORA MARCIVANIA	PT	AP	não	FAVOR	https://www.facebook.com/deputadafederalprofessoramarcivania/			dep.professoramarcivania@camara.leg.br	3215-5338			403.jpg	4	Professor de Português, Servidor Público Estadual	DF
403	RAFAEL MOTTA	PSB	RN	não	INDECISO	https://www.facebook.com/rafaelmottarn/	https://twitter.com/rafaelmottarn	https://instagram.com/rafaelmottarn	dep.rafaelmotta@camara.leg.br	3215-5737			404.jpg	4	Engenheiro	DF
404	RAIMUNDO GOMES DE MATOS	PSDB	CE	não	FAVOR	https://www.facebook.com/raimundo.matos/	https://twitter.com/raimundo_matos		dep.raimundogomesdematos@camara.leg.br	3215-5725			405.jpg	4	Médico	DF
405	RAQUEL MUNIZ	PSC	MG	não	INDECISO	https://www.facebook.com/raquelmuniz		https://www.instagram.com/raquel.muniz/	dep.raquelmuniz@camara.leg.br	3215-5444			406.jpg	4	Médica	DF
406	RAUL JUNGMANN	PPS	PE	não	FAVOR	https://www.facebook.com/RaulJungmann/	https://twitter.com/raul_jungmann	https://www.instagram.com/raul_jungmann/	dep.rauljungmann@camara.leg.br	3215-5754			407.jpg	4	Outros	DF
407	REGINALDO LOPES	PT	MG	não	CONTRA	https://www.facebook.com/ReginaldoLopesOficial/	https://twitter.com/reginaldolopes	https://instagram.com/reginaldolopesptmg/	dep.reginaldolopes@camara.leg.br	3215-5426			408.jpg	4	Economista	DF
408	REMÍDIO MONAI	PR	RR	não	INDECISO	https://www.facebook.com/RemidioMonaiRR/	https://twitter.com/remidiomonai	https://www.instagram.com/remidiomonai/	dep.remidiomonai@camara.leg.br	3215-5641			409.jpg	4		DF
409	RENATA ABREU	PTN	SP	não	FAVOR	https://www.facebook.com/renataabreu1919/		https://www.instagram.com/renataabreuoficial/	dep.renataabreu@camara.leg.br	3215-5726			410.jpg	4	Advogada	DF
410	RENATO MOLLING	PP	RS	não	INDECISO	https://www.facebook.com/renatomolling/	https://twitter.com/renatomolling	https://www.instagram.com/renatomolling/	dep.renatomolling@camara.leg.br	3215-5337			411.jpg	4	Administrador, Assessor Político, Industriário, Professor e Auxiliar de Escritório	DF
411	RENZO BRAZ	PP	MG	não	FAVOR	https://www.facebook.com/deputadorenzobraz/	https://twitter.com/deputadorenzo		dep.renzobraz@camara.leg.br	3215-5736			412.jpg	4	Administrador de Empresas	DF
412	RICARDO BARROS	PP	PR	não	CONTRA	https://www.facebook.com/RicardoBarrosOficial/	https://twitter.com/ricardobarrospp		dep.ricardobarros@camara.leg.br	3215-5412			413.jpg	4	Engenheiro Civil e Empresário	DF
413	RICARDO IZAR	PP	SP	não	FAVOR	https://www.facebook.com/ricardoizaroficial/	https://twitter.com/ricardoizar	https://www.instagram.com/ricardoizar/	dep.ricardoizar@camara.leg.br	3215-5634			414.jpg	4	Economista, Empresário	DF
414	RICARDO TEOBALDO	PTN	PE	não	CONTRA	https://www.facebook.com/ricardoteobaldooficial	https://twitter.com/psdbricardo45	https://www.instagram.com/ricardoteobaldooficial/	dep.ricardoteobaldo@camara.leg.br	3215-5603			415.jpg	4		DF
415	RICARDO TRIPOLI	PSDB	SP	não	FAVOR	https://www.facebook.com/ricardotripoli	https://twitter.com/ricardotripoli	https://www.instagram.com/tripolioficial/	dep.ricardotripoli@camara.leg.br	3215-5241			416.jpg	4	Advogado.	DF
416	ROBERTO ALVES	PRB	SP	não	FAVOR	https://www.facebook.com/RobertoAlvesPRB	https://twitter.com/RobertoAlvesPRB		dep.robertoalves@camara.leg.br	3215-5946			417.jpg	4		DF
417	ROBERTO BALESTRA	PP	GO	não	FAVOR	https://www.facebook.com/robertobalestraequipe/	https://twitter.com/mandatobalestra	https://instagram.com/mandatobalestra/	dep.robertobalestra@camara.leg.br	3215-5219			418.jpg	4	Agropecuarista, Técnico Em Laticínios, Comerciante, Industrial e Advogado	DF
418	ROBERTO BRITTO	PP	BA	sim	CONTRA	https://www.facebook.com/robertopereirabritto/	https://twitter.com/deprobertobritt		dep.robertobritto@camara.leg.br	3215-5733			419.jpg	4	Professor Universitário	DF
419	ROBERTO FREIRE	PPS	SP	não	FAVOR	https://www.facebook.com/DepRobertoFreire/	https://twitter.com/freire_roberto		dep.robertofreire@camara.leg.br	3215-5242			420.jpg	4	Advogado	DF
420	ROBERTO GÓES	PDT	AP	não	INDECISO	https://www.facebook.com/RobertoGoesAmapa/	https://twitter.com/ascomrg		dep.robertogoes@camara.leg.br	3215-5462			421.jpg	4	Administrador	DF
421	ROBERTO SALES	PRB	RJ	não	INDECISO	https://www.facebook.com/robertosalesoficial/	https://twitter.com/depzeroberto		dep.robertosales@camara.leg.br	3215-5332			422.jpg	4	Administrador,corretor de Imóveis	DF
422	ROCHA	PSDB	AC	não	FAVOR	https://twitter.com/major_rocha45		https://www.instagram.com/majorrocha45/	dep.rocha@camara.leg.br	3215-5607			423.jpg	4	Bacharel Em Direito,jornalista,oficial da Polícia Militar	DF
423	RODRIGO DE CASTRO	PSDB	MG	não	FAVOR	https://www.facebook.com/rodrigodecastro45/	https://twitter.com/rodrigocastro45	https://instagram.com/rodrigocastro45/	dep.rodrigodecastro@camara.leg.br	3215-5701			424.jpg	4	Advogado e Administrador de Empresas	DF
424	RODRIGO MAIA	DEM	RJ	sim	FAVOR	https://www.facebook.com/RodrigoMaiaRJ/	https://twitter.com/deprodrigomaia	https://instagram.com/rodrigomaiarj/	dep.rodrigomaia@camara.leg.br	3215-5308			425.jpg	4	Bancário	DF
425	RODRIGO MARTINS	PSB	PI	não	FAVOR	https://www.facebook.com/rodrigomartins4120391/	https://twitter.com/rodrigopsb		dep.rodrigomartins@camara.leg.br	3215-5558			426.jpg	4	Cirurgião-dentista	DF
426	RODRIGO PACHECO	PMDB	MG	não	INDECISO	https://www.facebook.com/RodrigoPacheco1515/			dep.rodrigopacheco@camara.leg.br	3215-5720			427.jpg	4	Advogado(a)	DF
427	ROGÉRIO MARINHO	PSDB	RN	não	FAVOR	https://www.facebook.com/rogeriosmarinho/?fref=photo	https://twitter.com/rogeriosmarinho		dep.rogeriomarinho@camara.leg.br	3215-5446			428.jpg	4		DF
428	ROGÉRIO PENINHA MENDONÇA	PMDB	SC	não	FAVOR	https://www.facebook.com/deputadopeninha/	https://twitter.com/deputadopeninha		dep.rogeriopeninhamendonca@camara.leg.br	3215-5656			429.jpg	4	Engenheiro Agrônomo	DF
429	ROGÉRIO ROSSO	PSD	DF	sim	INDECISO	https://www.facebook.com/RogerioRossoOficial/		https://www.instagram.com/rogeriorosso/	dep.rogeriorosso@camara.leg.br	3215-5283			430.jpg	3	Músico, Advogado	DF
430	RÔMULO GOUVEIA	PSD	PB	não	INDECISO	https://www.facebook.com/R%C3%B4mulo-Gouveia-701538999871261/	https://twitter.com/romulogouveia	https://www.instagram.com/romulogouveiapb	dep.romulogouveia@camara.leg.br	3215-5411			431.jpg	4	Servidor Público	DF
431	RONALDO BENEDET	PMDB	SC	não	FAVOR	https://www.facebook.com/RonaldoBenedet/	https://twitter.com/ronaldo_benedet		dep.ronaldobenedet@camara.leg.br	3215-5918			432.jpg	4	Advogado	DF
432	RONALDO CARLETTO	PP	BA	não	INDECISO	https://www.facebook.com/RonaldoCarlettoOficial		https://www.instagram.com/ronaldocarletto/	dep.ronaldocarletto@camara.leg.br	3215-5262			433.jpg	4	Empresário de Transporte	DF
433	RONALDO FONSECA	PROS	DF	sim	FAVOR	https://www.facebook.com/ronaldofonsecaoficial/	https://twitter.com/depronaldo	https://www.instagram.com/depronaldo/	dep.ronaldofonseca@camara.leg.br	3215-5223			434.jpg	4	Advogado	DF
434	RONALDO LESSA	PDT	AL	não	INDECISO	https://www.facebook.com/Ronaldo-Lessa-139755579370881/	https://twitter.com/ronaldolessapdt		dep.ronaldolessa@camara.leg.br	3215-5722			435.jpg	4	Engenheiro Civil	DF
435	RONALDO MARTINS	PRB	CE	não	INDECISO	https://www.facebook.com/deputadoronaldomartins	https://twitter.com/ronaldoprb10	https://instagram.com/ronaldomartins1010/	dep.ronaldomartins@camara.leg.br	3215-5568			436.jpg	3	Músico,radialista	DF
436	RONALDO NOGUEIRA	PTB	RS	não	FAVOR	https://www.facebook.com/ronaldonogueirarn/	https://twitter.com/ronaldornrn	https://www.instagram.com/ronaldonogueira_rn/	dep.ronaldonogueira@camara.leg.br	3215-5625			437.jpg	4	Administrador de Empresas	DF
437	RÔNEY NEMER	PP	DF	não	FAVOR	https://www.facebook.com/roneynemerdf/	https://twitter.com/roneynemer		dep.roneynemer@camara.leg.br	3215-5572			438.jpg	3	Servidor Público Estadual	DF
438	ROSANGELA GOMES	PRB	RJ	não	FAVOR	https://www.facebook.com/rosangelasgomesrj/	https://twitter.com/rosangelacurado	https://www.instagram.com/rosangelacurado/	dep.rosangelagomes@camara.leg.br	3215-5438			440.jpg	4	Bacharela Em Direito	DF
439	RUBENS BUENO	PPS	PR	não	FAVOR	https://www.facebook.com/rubensbuenopps/	https://twitter.com/rubensbuenopps		dep.rubensbueno@camara.leg.br	3215-5623			442.jpg	4	Professor	DF
440	RUBENS OTONI	PT	GO	não	CONTRA	https://www.facebook.com/rubensotoni/	https://twitter.com/rubensotoni	https://www.instagram.com/rubensotoni	dep.rubensotoni@camara.leg.br	3215-5501			443.jpg	4	Professor Universitário, Consultor Jurídico e Consultor de Empresas.	DF
441	RUBENS PEREIRA JÚNIOR	PCdoB	MA	não	CONTRA	https://www.facebook.com/Deprubenspereirajr/	https://twitter.com/rubenspereirajr	https://www.instagram.com/rubenspereirajr/	dep.rubenspereirajunior@camara.leg.br	3215-5574			444.jpg	3	Advogado(a)	DF
442	SÁGUAS MORAES	PT	MT	não	CONTRA	https://www.facebook.com/saguasfederal	https://twitter.com/saguasmoraes		dep.saguasmoraes@camara.leg.br	3215-5371			445.jpg	3	Médico	DF
443	SAMUEL MOREIRA	PSDB	SP	não	FAVOR	https://www.facebook.com/DeputadoFederalSamuelMoreira	https://twitter.com/samuelmoreira	https://www.instagram.com/depsamuelmoreira/	dep.samuelmoreira@camara.leg.br	3215-5921			446.jpg	4	Engenheiro Civil	DF
444	SANDES JÚNIOR	PP	GO	não	FAVOR	https://www.facebook.com/sandesjunior/	https://twitter.com/sandes_junior	https://instagram.com/sandesjunior/	dep.sandesjunior@camara.leg.br	3215-5941			447.jpg	4	radialista e Advogado	DF
445	SANDRO ALEX	PPS	PR	não	FAVOR	https://www.facebook.com/depsandroalex/	https://twitter.com/sandroalex2323		dep.sandroalex@camara.leg.br	3215-5221			448.jpg	4	Advogado	DF
446	SARAIVA FELIPE	PMDB	MG	não	INDECISO	https://www.facebook.com/Saraiva-Felipe-552014011498511/			dep.saraivafelipe@camara.leg.br	3215-5429			449.jpg	4	Professor Universitário e Médico	DF
447	SARNEY FILHO	PV	MA	não	INDECISO	https://www.facebook.com/sarneyfilho/	https://twitter.com/sarneyfilho	https://www.instagram.com/sarneyfilho/	dep.sarneyfilho@camara.leg.br	3215-5202			450.jpg	4	Advogado	DF
448	SÉRGIO BRITO	PSD	BA	não	INDECISO	https://www.facebook.com/depfederalsergiobrito/			dep.sergiobrito@camara.leg.br	3215-5638			451.jpg	4	Administrador de Empresas, Bacharel Em Direito	DF
449	SÉRGIO MORAES	PTB	RS	não	FAVOR	https://www.facebook.com/depsergiomoraes/	https://twitter.com/depsergiomoraes		dep.sergiomoraes@camara.leg.br	3215-5258			452.jpg	4	Comerciante	DF
450	SÉRGIO REIS	PRB	SP	não	FAVOR	https://www.facebook.com/deputadosergioreis/	https://twitter.com/sergioreis		dep.sergioreis@camara.leg.br	3215-5213			453.jpg	4	Cantor	DF
451	SERGIO SOUZA	PMDB	PR	não	INDECISO	https://www.facebook.com/sergiosouza1512/	https://twitter.com/_sergiosouza		dep.sergiosouza@camara.leg.br	3215-5702			454.jpg	4	Advogado(a)	DF
452	SERGIO VIDIGAL	PDT	ES	não	FAVOR	https://www.facebook.com/vidigalsergio/	https://twitter.com/vidigalsergio		dep.sergiovidigal@camara.leg.br	3215-5812			455.jpg	4		DF
453	SHÉRIDAN	PSDB	RR	sim	FAVOR	https://www.facebook.com/sheridan4545/	https://twitter.com/depsheridan		dep.sheridan@camara.leg.br	3215-5246			456.jpg	4	Psicóloga	DF
454	SIBÁ MACHADO	PT	AC	não	CONTRA	https://www.facebook.com/sibamachado1313/	https://twitter.com/sibamachado13		dep.sibamachado@camara.leg.br	3215-5421			457.jpg	4	Geográfo	DF
455	SILAS BRASILEIRO	PMDB	MG	não	INDECISO	https://www.facebook.com/silasbrasileiro/	https://twitter.com/silasbrasileir		dep.silasbrasileiro@camara.leg.br	3215-5382			458.jpg	3	Empresário e Produtor Rural	DF
456	SILAS CÂMARA	PRB	AM	não	INDECISO	https://www.facebook.com/DepSilas/	https://twitter.com/silascamara_	https://www.instagram.com/depsilascamara/	dep.silascamara@camara.leg.br	3215-5532			459.jpg	4	Empresário	DF
457	SILAS FREIRE	PR	PI	não	INDECISO	https://www.facebook.com/silasfreirepi/	https://twitter.com/silasfreire		dep.silasfreire@camara.leg.br	3215-5484			460.jpg	3		DF
458	SILVIO COSTA	PTdoB	PE	sim	CONTRA	https://www.facebook.com/DeputadoSilvioCosta	https://twitter.com/silvio_cfilho		dep.silviocosta@camara.leg.br	3215-5417			461.jpg	4		DF
459	SILVIO TORRES	PSDB	SP	não	FAVOR	https://www.facebook.com/SilvioTorresPSDB/	https://twitter.com/_silviotorres_	https://www.instagram.com/silviotorres_/	dep.silviotorres@camara.leg.br	3215-5404			462.jpg	4	Jornalista e Empresário	DF
460	SIMÃO SESSIM	PP	RJ	não	INDECISO	https://www.facebook.com/DeputadoSimaoSessim	https://twitter.com/simao_sessim		dep.simaosessim@camara.leg.br	3215-5709			463.jpg	4	Professor e Advogado	DF
461	SIMONE MORGADO	PMDB	PA	não	CONTRA	https://www.facebook.com/Simone-Morgado-385219224834647/	https://twitter.com/simone_morgado	https://www.instagram.com/simonemorgado_	dep.simonemorgado@camara.leg.br	3215-5440			464.jpg	4		DF
462	SORAYA SANTOS	PMDB	RJ	não	INDECISO	https://www.facebook.com/sorayasantos1513/			dep.sorayasantos@camara.leg.br	3215-5352			465.jpg	4		DF
463	SÓSTENES CAVALCANTE	PSD	RJ	não	FAVOR	https://www.facebook.com/sostenescavalcante	https://twitter.com/depsostenes	https://www.instagram.com/depsostenes/	dep.sostenescavalcante@camara.leg.br	3215-5560			466.jpg	4	Teólogo	DF
464	STEFANO AGUIAR	PSD	MG	não	FAVOR	https://www.facebook.com/PastorStefanoAguiar/	https://twitter.com/depstefano		dep.stefanoaguiar@camara.leg.br	3215-5341			467.jpg	4	Administrador e Ministro do Evangelho	DF
465	SUBTENENTE GONZAGA	PDT	MG	não	FAVOR	https://www.facebook.com/subtenentegonzaga/	https://twitter.com/subgonzagamg		dep.subtenentegonzaga@camara.leg.br	3215-5750			468.jpg	4		DF
466	TADEU ALENCAR	PSB	PE	sim	INDECISO	https://www.facebook.com/TadeuAlencar4020/		https://www.instagram.com/deputadotadeualencar/	dep.tadeualencar@camara.leg.br	3215-5820			469.jpg	4	Procurador	DF
467	TAKAYAMA	PSC	PR	não	FAVOR	https://www.facebook.com/deputadotakayama	https://twitter.com/pastortakayama		dep.takayama@camara.leg.br	3215-5910			470.jpg	4	Professor, Empresário e Ministro Evangélico	DF
468	TENENTE LÚCIO	PSB	MG	não	INDECISO	https://www.facebook.com/tenentelucio1	https://twitter.com/deptenentelucio		dep.tenentelucio@camara.leg.br	3215-5239			471.jpg	4		DF
469	TEREZA CRISTINA	PSB	MS	não	FAVOR	https://www.facebook.com/terezacristinams/	https://twitter.com/tereza_20456		dep.terezacristina@camara.leg.br	3215-5448			472.jpg	4		DF
470	TIA ERON	PRB	BA	não	INDECISO	https://www.facebook.com/TiaEron/	https://twitter.com/tiaeron	https://www.instagram.com/tiaeron	dep.tiaeron@camara.leg.br	3215-5618			473.jpg	4		DF
471	TIRIRICA	PR	SP	não	INDECISO	https://www.facebook.com/tiriricaPR	https://twitter.com/tiriricanaweb	https://www.instagram.com/tiriricanaweb/	dep.tiririca@camara.leg.br	3215-5637			474.jpg	4	Ator	DF
472	TONINHO PINHEIRO	PP	MG	não	FAVOR	https://www.facebook.com/toninho.pinheiro.3/	https://twitter.com/pinheirotoninho		dep.toninhopinheiro@camara.leg.br	3215-5584			475.jpg	3	Comerciante	DF
473	TONINHO WANDSCHEER	PROS	PR	não	CONTRA	https://www.facebook.com/DeputadoToninhoWandscheer/	https://twitter.com/deputadotoninho		dep.toninhowandscheer@camara.leg.br	3215-5902			476.jpg	4	Engenheiro Civil	DF
474	ULDURICO JUNIOR	PV	BA	não	FAVOR	https://www.facebook.com/ulduricojunior3637	https://twitter.com/UlduricoJunior	https://instagram.com/ulduricojunior/	dep.ulduricojunior@camara.leg.br	3215-5729			477.jpg	4	Estudante Universitário	DF
